Workplace Zone Code,Supergroup Code,Supergroup Name,Group Code,Group Name
N19000509,D,Suburban services,D1,Non-metropolitan suburban areas
N19000510,D,Suburban services,D1,Non-metropolitan suburban areas
N19000511,D,Suburban services,D2,Primarily residential suburbs
N19000512,G,Servants of society,G3,Large scale education
N19000513,D,Suburban services,D1,Non-metropolitan suburban areas
N19000514,D,Suburban services,D1,Non-metropolitan suburban areas
N19000515,D,Suburban services,D1,Non-metropolitan suburban areas
N19000516,G,Servants of society,G1,Public administration and security
N19000517,G,Servants of society,G1,Public administration and security
N19000518,D,Suburban services,D1,Non-metropolitan suburban areas
N19000519,D,Suburban services,D1,Non-metropolitan suburban areas
N19000520,D,Suburban services,D1,Non-metropolitan suburban areas
N19000521,D,Suburban services,D1,Non-metropolitan suburban areas
N19000522,G,Servants of society,G3,Large scale education
N19000523,D,Suburban services,D1,Non-metropolitan suburban areas
N19000524,D,Suburban services,D1,Non-metropolitan suburban areas
N19000525,D,Suburban services,D1,Non-metropolitan suburban areas
N19000526,D,Suburban services,D1,Non-metropolitan suburban areas
N19000527,G,Servants of society,G1,Public administration and security
N19000528,D,Suburban services,D1,Non-metropolitan suburban areas
N19000529,D,Suburban services,D1,Non-metropolitan suburban areas
N19000530,D,Suburban services,D1,Non-metropolitan suburban areas
N19000531,D,Suburban services,D1,Non-metropolitan suburban areas
N19000532,D,Suburban services,D2,Primarily residential suburbs
N19000533,D,Suburban services,D1,Non-metropolitan suburban areas
N19000534,G,Servants of society,G2,Healthcare and public administration
N19000535,D,Suburban services,D2,Primarily residential suburbs
N19000536,D,Suburban services,D2,Primarily residential suburbs
N19000537,D,Suburban services,D1,Non-metropolitan suburban areas
N19000538,D,Suburban services,D1,Non-metropolitan suburban areas
N19000539,D,Suburban services,D2,Primarily residential suburbs
N19000540,G,Servants of society,G3,Large scale education
N19000541,G,Servants of society,G3,Large scale education
N19000542,G,Servants of society,G1,Public administration and security
N19000543,G,Servants of society,G1,Public administration and security
N19000544,A,Retail,A2,Market squares
N19000545,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000546,G,Servants of society,G1,Public administration and security
N19000547,G,Servants of society,G1,Public administration and security
N19000548,G,Servants of society,G1,Public administration and security
N19000549,G,Servants of society,G1,Public administration and security
N19000550,G,Servants of society,G1,Public administration and security
N19000551,B,City and business parks,B4,Regional business centres
N19000552,G,Servants of society,G1,Public administration and security
N19000553,B,City and business parks,B4,Regional business centres
N19000554,C,Metro suburbs,C3,Metro suburban distribution industries
N19000555,D,Suburban services,D1,Non-metropolitan suburban areas
N19000556,D,Suburban services,D1,Non-metropolitan suburban areas
N19000557,D,Suburban services,D2,Primarily residential suburbs
N19000558,D,Suburban services,D1,Non-metropolitan suburban areas
N19000559,D,Suburban services,D1,Non-metropolitan suburban areas
N19000560,E,Manufacturing and distribution,E3,Business parks
N19000561,D,Suburban services,D1,Non-metropolitan suburban areas
N19000562,A,Retail,A6,"Eat, drink and be merry"
N19000563,D,Suburban services,D1,Non-metropolitan suburban areas
N19000564,D,Suburban services,D1,Non-metropolitan suburban areas
N19000565,D,Suburban services,D1,Non-metropolitan suburban areas
N19000566,D,Suburban services,D1,Non-metropolitan suburban areas
N19000567,D,Suburban services,D1,Non-metropolitan suburban areas
N19000568,D,Suburban services,D2,Primarily residential suburbs
N19000569,A,Retail,A2,Market squares
N19000570,D,Suburban services,D1,Non-metropolitan suburban areas
N19000571,G,Servants of society,G3,Large scale education
N19000572,A,Retail,A6,"Eat, drink and be merry"
N19000573,G,Servants of society,G1,Public administration and security
N19000574,D,Suburban services,D1,Non-metropolitan suburban areas
N19000575,D,Suburban services,D2,Primarily residential suburbs
N19000576,D,Suburban services,D1,Non-metropolitan suburban areas
N19000577,G,Servants of society,G1,Public administration and security
N19000578,D,Suburban services,D1,Non-metropolitan suburban areas
N19000579,G,Servants of society,G1,Public administration and security
N19000580,D,Suburban services,D2,Primarily residential suburbs
N19000581,D,Suburban services,D1,Non-metropolitan suburban areas
N19000582,G,Servants of society,G3,Large scale education
N19000583,D,Suburban services,D1,Non-metropolitan suburban areas
N19000584,D,Suburban services,D2,Primarily residential suburbs
N19000585,D,Suburban services,D1,Non-metropolitan suburban areas
N19000586,D,Suburban services,D2,Primarily residential suburbs
N19000587,D,Suburban services,D1,Non-metropolitan suburban areas
N19000588,G,Servants of society,G3,Large scale education
N19000589,G,Servants of society,G3,Large scale education
N19000590,D,Suburban services,D2,Primarily residential suburbs
N19000591,D,Suburban services,D1,Non-metropolitan suburban areas
N19000592,D,Suburban services,D1,Non-metropolitan suburban areas
N19000593,D,Suburban services,D2,Primarily residential suburbs
N19000594,D,Suburban services,D1,Non-metropolitan suburban areas
N19000595,G,Servants of society,G1,Public administration and security
N19000596,G,Servants of society,G3,Large scale education
N19000597,A,Retail,A2,Market squares
N19000598,G,Servants of society,G1,Public administration and security
N19000599,D,Suburban services,D2,Primarily residential suburbs
N19000600,D,Suburban services,D2,Primarily residential suburbs
N19000601,G,Servants of society,G3,Large scale education
N19000602,D,Suburban services,D1,Non-metropolitan suburban areas
N19000603,G,Servants of society,G1,Public administration and security
N19000604,D,Suburban services,D1,Non-metropolitan suburban areas
N19000605,D,Suburban services,D1,Non-metropolitan suburban areas
N19000606,D,Suburban services,D1,Non-metropolitan suburban areas
N19000607,G,Servants of society,G3,Large scale education
N19000608,D,Suburban services,D1,Non-metropolitan suburban areas
N19000609,D,Suburban services,D2,Primarily residential suburbs
N19000610,D,Suburban services,D1,Non-metropolitan suburban areas
N19000611,A,Retail,A2,Market squares
N19000612,D,Suburban services,D1,Non-metropolitan suburban areas
N19000613,G,Servants of society,G1,Public administration and security
N19000614,D,Suburban services,D1,Non-metropolitan suburban areas
N19000615,D,Suburban services,D1,Non-metropolitan suburban areas
N19000616,G,Servants of society,G1,Public administration and security
N19000617,D,Suburban services,D1,Non-metropolitan suburban areas
N19000618,D,Suburban services,D1,Non-metropolitan suburban areas
N19000619,D,Suburban services,D1,Non-metropolitan suburban areas
N19000620,D,Suburban services,D1,Non-metropolitan suburban areas
N19000621,D,Suburban services,D1,Non-metropolitan suburban areas
N19000622,G,Servants of society,G1,Public administration and security
N19000623,G,Servants of society,G1,Public administration and security
N19000624,D,Suburban services,D1,Non-metropolitan suburban areas
N19000625,D,Suburban services,D1,Non-metropolitan suburban areas
N19000626,D,Suburban services,D1,Non-metropolitan suburban areas
N19000627,D,Suburban services,D1,Non-metropolitan suburban areas
N19000628,A,Retail,A1,Low density wholesale and retail
N19000629,A,Retail,A6,"Eat, drink and be merry"
N19000630,F,Rural,F4,Traditional countryside
N19000631,D,Suburban services,D1,Non-metropolitan suburban areas
N19000632,D,Suburban services,D1,Non-metropolitan suburban areas
N19000633,D,Suburban services,D1,Non-metropolitan suburban areas
N19000634,D,Suburban services,D1,Non-metropolitan suburban areas
N19000635,D,Suburban services,D2,Primarily residential suburbs
N19000636,G,Servants of society,G3,Large scale education
N19000637,G,Servants of society,G3,Large scale education
N19000638,D,Suburban services,D1,Non-metropolitan suburban areas
N19000639,G,Servants of society,G2,Healthcare and public administration
N19000640,D,Suburban services,D1,Non-metropolitan suburban areas
N19000641,D,Suburban services,D2,Primarily residential suburbs
N19000642,D,Suburban services,D2,Primarily residential suburbs
N19000643,D,Suburban services,D1,Non-metropolitan suburban areas
N19000644,D,Suburban services,D2,Primarily residential suburbs
N19000645,G,Servants of society,G1,Public administration and security
N19000646,D,Suburban services,D1,Non-metropolitan suburban areas
N19000647,D,Suburban services,D2,Primarily residential suburbs
N19000648,G,Servants of society,G1,Public administration and security
N19000649,D,Suburban services,D2,Primarily residential suburbs
N19000650,D,Suburban services,D2,Primarily residential suburbs
N19000651,D,Suburban services,D1,Non-metropolitan suburban areas
N19000652,D,Suburban services,D1,Non-metropolitan suburban areas
N19000653,D,Suburban services,D1,Non-metropolitan suburban areas
N19000654,D,Suburban services,D1,Non-metropolitan suburban areas
N19000655,G,Servants of society,G1,Public administration and security
N19000656,D,Suburban services,D1,Non-metropolitan suburban areas
N19000657,D,Suburban services,D2,Primarily residential suburbs
N19000658,A,Retail,A2,Market squares
N19000659,D,Suburban services,D2,Primarily residential suburbs
N19000660,G,Servants of society,G1,Public administration and security
N19000661,D,Suburban services,D2,Primarily residential suburbs
N19000662,D,Suburban services,D1,Non-metropolitan suburban areas
N19000663,D,Suburban services,D2,Primarily residential suburbs
N19000664,G,Servants of society,G3,Large scale education
N19000665,D,Suburban services,D1,Non-metropolitan suburban areas
N19000666,G,Servants of society,G3,Large scale education
N19000667,D,Suburban services,D1,Non-metropolitan suburban areas
N19000668,D,Suburban services,D1,Non-metropolitan suburban areas
N19000669,A,Retail,A1,Low density wholesale and retail
N19000670,G,Servants of society,G3,Large scale education
N19000671,D,Suburban services,D1,Non-metropolitan suburban areas
N19000672,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000673,A,Retail,A1,Low density wholesale and retail
N19000674,A,Retail,A1,Low density wholesale and retail
N19000675,G,Servants of society,G1,Public administration and security
N19000676,A,Retail,A2,Market squares
N19000677,G,Servants of society,G1,Public administration and security
N19000678,A,Retail,A2,Market squares
N19000679,A,Retail,A2,Market squares
N19000680,D,Suburban services,D1,Non-metropolitan suburban areas
N19000681,D,Suburban services,D1,Non-metropolitan suburban areas
N19000682,D,Suburban services,D2,Primarily residential suburbs
N19000683,D,Suburban services,D1,Non-metropolitan suburban areas
N19000684,D,Suburban services,D2,Primarily residential suburbs
N19000685,F,Rural,F3,Rural with mining or quarrying
N19000686,F,Rural,F3,Rural with mining or quarrying
N19000687,D,Suburban services,D1,Non-metropolitan suburban areas
N19000688,D,Suburban services,D1,Non-metropolitan suburban areas
N19000689,D,Suburban services,D2,Primarily residential suburbs
N19000690,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000691,D,Suburban services,D1,Non-metropolitan suburban areas
N19000692,F,Rural,F3,Rural with mining or quarrying
N19000693,D,Suburban services,D1,Non-metropolitan suburban areas
N19000694,D,Suburban services,D1,Non-metropolitan suburban areas
N19000695,D,Suburban services,D2,Primarily residential suburbs
N19000696,F,Rural,F4,Traditional countryside
N19000697,D,Suburban services,D1,Non-metropolitan suburban areas
N19000698,F,Rural,F3,Rural with mining or quarrying
N19000699,F,Rural,F3,Rural with mining or quarrying
N19000700,G,Servants of society,G2,Healthcare and public administration
N19000701,G,Servants of society,G3,Large scale education
N19000702,G,Servants of society,G1,Public administration and security
N19000703,G,Servants of society,G1,Public administration and security
N19000704,G,Servants of society,G1,Public administration and security
N19000705,G,Servants of society,G1,Public administration and security
N19000706,F,Rural,F2,Accessible countryside
N19000707,G,Servants of society,G1,Public administration and security
N19000708,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000709,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000710,G,Servants of society,G1,Public administration and security
N19000711,E,Manufacturing and distribution,E3,Business parks
N19000712,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000713,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000714,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000715,F,Rural,F3,Rural with mining or quarrying
N19000716,A,Retail,A1,Low density wholesale and retail
N19000717,D,Suburban services,D1,Non-metropolitan suburban areas
N19000718,F,Rural,F3,Rural with mining or quarrying
N19000719,D,Suburban services,D1,Non-metropolitan suburban areas
N19000720,D,Suburban services,D1,Non-metropolitan suburban areas
N19000721,D,Suburban services,D1,Non-metropolitan suburban areas
N19000722,D,Suburban services,D1,Non-metropolitan suburban areas
N19000723,D,Suburban services,D1,Non-metropolitan suburban areas
N19000724,D,Suburban services,D1,Non-metropolitan suburban areas
N19000725,F,Rural,F4,Traditional countryside
N19000726,D,Suburban services,D1,Non-metropolitan suburban areas
N19000727,D,Suburban services,D2,Primarily residential suburbs
N19000728,D,Suburban services,D1,Non-metropolitan suburban areas
N19000729,D,Suburban services,D2,Primarily residential suburbs
N19000730,F,Rural,F1,Town fringe countryside 
N19000731,F,Rural,F1,Town fringe countryside 
N19000732,F,Rural,F1,Town fringe countryside 
N19000733,D,Suburban services,D1,Non-metropolitan suburban areas
N19000734,A,Retail,A2,Market squares
N19000735,G,Servants of society,G3,Large scale education
N19000736,D,Suburban services,D1,Non-metropolitan suburban areas
N19000737,G,Servants of society,G2,Healthcare and public administration
N19000738,D,Suburban services,D1,Non-metropolitan suburban areas
N19000739,D,Suburban services,D2,Primarily residential suburbs
N19000740,F,Rural,F4,Traditional countryside
N19000741,D,Suburban services,D2,Primarily residential suburbs
N19000742,D,Suburban services,D1,Non-metropolitan suburban areas
N19000743,D,Suburban services,D2,Primarily residential suburbs
N19000744,F,Rural,F4,Traditional countryside
N19000745,D,Suburban services,D1,Non-metropolitan suburban areas
N19000746,D,Suburban services,D1,Non-metropolitan suburban areas
N19000747,F,Rural,F3,Rural with mining or quarrying
N19000748,D,Suburban services,D1,Non-metropolitan suburban areas
N19000749,F,Rural,F1,Town fringe countryside 
N19000750,A,Retail,A2,Market squares
N19000751,F,Rural,F4,Traditional countryside
N19000752,D,Suburban services,D1,Non-metropolitan suburban areas
N19000753,D,Suburban services,D2,Primarily residential suburbs
N19000754,G,Servants of society,G1,Public administration and security
N19000755,D,Suburban services,D2,Primarily residential suburbs
N19000756,A,Retail,A4,Traditional high streets
N19000757,A,Retail,A4,Traditional high streets
N19000758,A,Retail,A2,Market squares
N19000759,G,Servants of society,G1,Public administration and security
N19000760,A,Retail,A4,Traditional high streets
N19000761,A,Retail,A2,Market squares
N19000762,A,Retail,A2,Market squares
N19000763,G,Servants of society,G3,Large scale education
N19000764,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000765,A,Retail,A2,Market squares
N19000766,A,Retail,A2,Market squares
N19000767,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000768,A,Retail,A2,Market squares
N19000769,G,Servants of society,G1,Public administration and security
N19000770,G,Servants of society,G1,Public administration and security
N19000771,G,Servants of society,G2,Healthcare and public administration
N19000772,A,Retail,A2,Market squares
N19000773,A,Retail,A2,Market squares
N19000774,D,Suburban services,D1,Non-metropolitan suburban areas
N19000775,A,Retail,A1,Low density wholesale and retail
N19000776,G,Servants of society,G3,Large scale education
N19000777,G,Servants of society,G1,Public administration and security
N19000778,D,Suburban services,D1,Non-metropolitan suburban areas
N19000779,F,Rural,F4,Traditional countryside
N19000780,F,Rural,F1,Town fringe countryside 
N19000781,F,Rural,F4,Traditional countryside
N19000782,F,Rural,F4,Traditional countryside
N19000783,D,Suburban services,D1,Non-metropolitan suburban areas
N19000784,G,Servants of society,G1,Public administration and security
N19000785,F,Rural,F3,Rural with mining or quarrying
N19000786,F,Rural,F3,Rural with mining or quarrying
N19000787,F,Rural,F3,Rural with mining or quarrying
N19000788,F,Rural,F1,Town fringe countryside 
N19000789,F,Rural,F1,Town fringe countryside 
N19000790,F,Rural,F1,Town fringe countryside 
N19000791,F,Rural,F4,Traditional countryside
N19000792,F,Rural,F3,Rural with mining or quarrying
N19000793,F,Rural,F4,Traditional countryside
N19000794,D,Suburban services,D2,Primarily residential suburbs
N19000795,F,Rural,F1,Town fringe countryside 
N19000796,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000797,D,Suburban services,D1,Non-metropolitan suburban areas
N19000798,F,Rural,F3,Rural with mining or quarrying
N19000799,F,Rural,F3,Rural with mining or quarrying
N19000800,F,Rural,F3,Rural with mining or quarrying
N19000801,G,Servants of society,G3,Large scale education
N19000802,D,Suburban services,D1,Non-metropolitan suburban areas
N19000803,F,Rural,F1,Town fringe countryside 
N19000804,D,Suburban services,D1,Non-metropolitan suburban areas
N19000805,F,Rural,F4,Traditional countryside
N19000806,D,Suburban services,D1,Non-metropolitan suburban areas
N19000807,F,Rural,F3,Rural with mining or quarrying
N19000808,A,Retail,A2,Market squares
N19000809,F,Rural,F3,Rural with mining or quarrying
N19000810,G,Servants of society,G1,Public administration and security
N19000811,F,Rural,F3,Rural with mining or quarrying
N19000812,F,Rural,F4,Traditional countryside
N19000813,F,Rural,F3,Rural with mining or quarrying
N19000814,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000815,F,Rural,F3,Rural with mining or quarrying
N19000816,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000817,A,Retail,A4,Traditional high streets
N19000818,F,Rural,F1,Town fringe countryside 
N19000819,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000820,F,Rural,F1,Town fringe countryside 
N19000821,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000822,G,Servants of society,G1,Public administration and security
N19000823,G,Servants of society,G1,Public administration and security
N19000824,F,Rural,F1,Town fringe countryside 
N19000825,D,Suburban services,D1,Non-metropolitan suburban areas
N19000826,F,Rural,F3,Rural with mining or quarrying
N19000827,F,Rural,F3,Rural with mining or quarrying
N19000828,F,Rural,F3,Rural with mining or quarrying
N19000829,F,Rural,F3,Rural with mining or quarrying
N19000830,F,Rural,F1,Town fringe countryside 
N19000831,F,Rural,F3,Rural with mining or quarrying
N19000832,F,Rural,F3,Rural with mining or quarrying
N19000833,D,Suburban services,D1,Non-metropolitan suburban areas
N19000834,F,Rural,F3,Rural with mining or quarrying
N19000835,F,Rural,F3,Rural with mining or quarrying
N19000836,F,Rural,F1,Town fringe countryside 
N19000837,F,Rural,F3,Rural with mining or quarrying
N19000838,D,Suburban services,D1,Non-metropolitan suburban areas
N19000839,F,Rural,F3,Rural with mining or quarrying
N19000840,F,Rural,F1,Town fringe countryside 
N19000841,F,Rural,F1,Town fringe countryside 
N19000842,F,Rural,F3,Rural with mining or quarrying
N19000843,F,Rural,F3,Rural with mining or quarrying
N19000844,F,Rural,F3,Rural with mining or quarrying
N19000845,F,Rural,F4,Traditional countryside
N19000846,F,Rural,F4,Traditional countryside
N19000847,A,Retail,A1,Low density wholesale and retail
N19000848,F,Rural,F4,Traditional countryside
N19000849,A,Retail,A2,Market squares
N19000850,F,Rural,F4,Traditional countryside
N19000851,F,Rural,F3,Rural with mining or quarrying
N19000852,F,Rural,F3,Rural with mining or quarrying
N19000853,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000854,A,Retail,A4,Traditional high streets
N19000855,A,Retail,A4,Traditional high streets
N19000856,A,Retail,A4,Traditional high streets
N19000857,G,Servants of society,G1,Public administration and security
N19000858,A,Retail,A2,Market squares
N19000859,A,Retail,A4,Traditional high streets
N19000860,A,Retail,A2,Market squares
N19000861,F,Rural,F3,Rural with mining or quarrying
N19000862,F,Rural,F2,Accessible countryside
N19000863,A,Retail,A2,Market squares
N19000864,A,Retail,A2,Market squares
N19000865,G,Servants of society,G3,Large scale education
N19000866,G,Servants of society,G1,Public administration and security
N19000867,G,Servants of society,G3,Large scale education
N19000868,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000869,A,Retail,A1,Low density wholesale and retail
N19000870,D,Suburban services,D1,Non-metropolitan suburban areas
N19000871,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000872,G,Servants of society,G2,Healthcare and public administration
N19000873,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000874,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000875,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000876,G,Servants of society,G1,Public administration and security
N19000877,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000878,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000879,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000880,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000881,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000882,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000883,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000884,A,Retail,A2,Market squares
N19000885,F,Rural,F1,Town fringe countryside 
N19000886,D,Suburban services,D1,Non-metropolitan suburban areas
N19000887,F,Rural,F1,Town fringe countryside 
N19000888,D,Suburban services,D1,Non-metropolitan suburban areas
N19000889,F,Rural,F4,Traditional countryside
N19000890,F,Rural,F3,Rural with mining or quarrying
N19000891,D,Suburban services,D1,Non-metropolitan suburban areas
N19000892,F,Rural,F1,Town fringe countryside 
N19000893,F,Rural,F4,Traditional countryside
N19000894,F,Rural,F1,Town fringe countryside 
N19000895,A,Retail,A1,Low density wholesale and retail
N19000896,G,Servants of society,G3,Large scale education
N19000897,F,Rural,F3,Rural with mining or quarrying
N19000898,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000899,D,Suburban services,D1,Non-metropolitan suburban areas
N19000900,F,Rural,F1,Town fringe countryside 
N19000901,D,Suburban services,D1,Non-metropolitan suburban areas
N19000902,D,Suburban services,D1,Non-metropolitan suburban areas
N19000903,G,Servants of society,G3,Large scale education
N19000904,D,Suburban services,D1,Non-metropolitan suburban areas
N19000905,D,Suburban services,D1,Non-metropolitan suburban areas
N19000906,F,Rural,F4,Traditional countryside
N19000907,G,Servants of society,G3,Large scale education
N19000908,D,Suburban services,D1,Non-metropolitan suburban areas
N19000909,F,Rural,F1,Town fringe countryside 
N19000910,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000911,F,Rural,F4,Traditional countryside
N19000912,F,Rural,F4,Traditional countryside
N19000913,A,Retail,A2,Market squares
N19000914,D,Suburban services,D1,Non-metropolitan suburban areas
N19000915,G,Servants of society,G3,Large scale education
N19000916,D,Suburban services,D1,Non-metropolitan suburban areas
N19000917,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000918,D,Suburban services,D1,Non-metropolitan suburban areas
N19000919,A,Retail,A2,Market squares
N19000920,F,Rural,F3,Rural with mining or quarrying
N19000921,F,Rural,F4,Traditional countryside
N19000922,F,Rural,F3,Rural with mining or quarrying
N19000923,F,Rural,F4,Traditional countryside
N19000924,F,Rural,F4,Traditional countryside
N19000925,D,Suburban services,D1,Non-metropolitan suburban areas
N19000926,D,Suburban services,D1,Non-metropolitan suburban areas
N19000927,F,Rural,F3,Rural with mining or quarrying
N19000928,F,Rural,F4,Traditional countryside
N19000929,G,Servants of society,G2,Healthcare and public administration
N19000930,G,Servants of society,G3,Large scale education
N19000931,D,Suburban services,D1,Non-metropolitan suburban areas
N19000932,F,Rural,F1,Town fringe countryside 
N19000933,F,Rural,F1,Town fringe countryside 
N19000934,A,Retail,A2,Market squares
N19000935,F,Rural,F3,Rural with mining or quarrying
N19000936,F,Rural,F1,Town fringe countryside 
N19000937,D,Suburban services,D1,Non-metropolitan suburban areas
N19000938,F,Rural,F3,Rural with mining or quarrying
N19000939,F,Rural,F1,Town fringe countryside 
N19000940,G,Servants of society,G1,Public administration and security
N19000941,F,Rural,F1,Town fringe countryside 
N19000942,D,Suburban services,D1,Non-metropolitan suburban areas
N19000943,G,Servants of society,G2,Healthcare and public administration
N19000944,D,Suburban services,D1,Non-metropolitan suburban areas
N19000945,F,Rural,F1,Town fringe countryside 
N19000946,F,Rural,F3,Rural with mining or quarrying
N19000947,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000948,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19000949,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000950,F,Rural,F3,Rural with mining or quarrying
N19000951,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000952,A,Retail,A1,Low density wholesale and retail
N19000953,G,Servants of society,G1,Public administration and security
N19000954,G,Servants of society,G2,Healthcare and public administration
N19000955,F,Rural,F1,Town fringe countryside 
N19000956,F,Rural,F1,Town fringe countryside 
N19000957,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000958,A,Retail,A2,Market squares
N19000959,E,Manufacturing and distribution,E3,Business parks
N19000960,G,Servants of society,G1,Public administration and security
N19000961,G,Servants of society,G1,Public administration and security
N19000962,F,Rural,F1,Town fringe countryside 
N19000963,A,Retail,A6,"Eat, drink and be merry"
N19000964,A,Retail,A2,Market squares
N19000965,G,Servants of society,G3,Large scale education
N19000966,A,Retail,A4,Traditional high streets
N19000967,G,Servants of society,G1,Public administration and security
N19000968,G,Servants of society,G1,Public administration and security
N19000969,G,Servants of society,G3,Large scale education
N19000970,G,Servants of society,G1,Public administration and security
N19000971,G,Servants of society,G1,Public administration and security
N19000972,G,Servants of society,G1,Public administration and security
N19000973,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19000974,A,Retail,A2,Market squares
N19000975,G,Servants of society,G3,Large scale education
N19000976,A,Retail,A1,Low density wholesale and retail
N19000977,A,Retail,A2,Market squares
N19000978,A,Retail,A4,Traditional high streets
N19000979,G,Servants of society,G1,Public administration and security
N19000980,G,Servants of society,G1,Public administration and security
N19000981,G,Servants of society,G1,Public administration and security
N19000982,A,Retail,A2,Market squares
N19000983,A,Retail,A4,Traditional high streets
N19000984,A,Retail,A2,Market squares
N19000985,A,Retail,A4,Traditional high streets
N19000986,G,Servants of society,G1,Public administration and security
N19000987,G,Servants of society,G1,Public administration and security
N19000988,D,Suburban services,D1,Non-metropolitan suburban areas
N19000989,G,Servants of society,G1,Public administration and security
N19000990,G,Servants of society,G3,Large scale education
N19000991,F,Rural,F1,Town fringe countryside 
N19000992,G,Servants of society,G1,Public administration and security
N19000993,F,Rural,F4,Traditional countryside
N19000994,F,Rural,F3,Rural with mining or quarrying
N19000995,A,Retail,A1,Low density wholesale and retail
N19000996,A,Retail,A1,Low density wholesale and retail
N19000997,F,Rural,F3,Rural with mining or quarrying
N19000998,F,Rural,F1,Town fringe countryside 
N19000999,D,Suburban services,D1,Non-metropolitan suburban areas
N19001000,F,Rural,F3,Rural with mining or quarrying
N19001001,D,Suburban services,D1,Non-metropolitan suburban areas
N19001002,D,Suburban services,D1,Non-metropolitan suburban areas
N19001003,A,Retail,A2,Market squares
N19001004,D,Suburban services,D1,Non-metropolitan suburban areas
N19001005,F,Rural,F1,Town fringe countryside 
N19001006,D,Suburban services,D1,Non-metropolitan suburban areas
N19001007,F,Rural,F1,Town fringe countryside 
N19001008,D,Suburban services,D2,Primarily residential suburbs
N19001009,D,Suburban services,D1,Non-metropolitan suburban areas
N19001010,D,Suburban services,D1,Non-metropolitan suburban areas
N19001011,D,Suburban services,D1,Non-metropolitan suburban areas
N19001012,D,Suburban services,D1,Non-metropolitan suburban areas
N19001013,D,Suburban services,D1,Non-metropolitan suburban areas
N19001014,D,Suburban services,D1,Non-metropolitan suburban areas
N19001015,D,Suburban services,D1,Non-metropolitan suburban areas
N19001016,D,Suburban services,D1,Non-metropolitan suburban areas
N19001017,D,Suburban services,D2,Primarily residential suburbs
N19001018,D,Suburban services,D1,Non-metropolitan suburban areas
N19001019,F,Rural,F4,Traditional countryside
N19001020,D,Suburban services,D1,Non-metropolitan suburban areas
N19001021,G,Servants of society,G1,Public administration and security
N19001022,F,Rural,F3,Rural with mining or quarrying
N19001023,D,Suburban services,D1,Non-metropolitan suburban areas
N19001024,D,Suburban services,D1,Non-metropolitan suburban areas
N19001025,F,Rural,F3,Rural with mining or quarrying
N19001026,F,Rural,F3,Rural with mining or quarrying
N19001027,F,Rural,F1,Town fringe countryside 
N19001028,G,Servants of society,G1,Public administration and security
N19001029,G,Servants of society,G3,Large scale education
N19001030,F,Rural,F1,Town fringe countryside 
N19001031,G,Servants of society,G1,Public administration and security
N19001032,D,Suburban services,D1,Non-metropolitan suburban areas
N19001033,G,Servants of society,G3,Large scale education
N19001034,F,Rural,F4,Traditional countryside
N19001035,D,Suburban services,D2,Primarily residential suburbs
N19001036,D,Suburban services,D2,Primarily residential suburbs
N19001037,F,Rural,F1,Town fringe countryside 
N19001038,G,Servants of society,G3,Large scale education
